,title,writer,pony,dialog
28092,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,You do?
28093,Discordant Harmony,Michael P. Fox & Wil Fox,Fluttershy,"Of course I do, silly! Besides, what's discord without a little chaos?"
28094,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,"[chuckling] Well! In that case, I certainly don't need to be wearing this."
28095,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,Oops! [laughs] I forgot that I still had this on!
28096,Discordant Harmony,Michael P. Fox & Wil Fox,Fluttershy,"[giggling] Now, about that tea party..."
28097,Discordant Harmony,Michael P. Fox & Wil Fox,Fluttershy,"You know, your garden really is looking lovely."
28098,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,"Why, thank you for noticing. I also couldn't help but notice that you need a refill."
28099,Discordant Harmony,Michael P. Fox & Wil Fox,Fluttershy,Gesundheit.
28100,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,It really is nice having you here.
28101,Discordant Harmony,Michael P. Fox & Wil Fox,Fluttershy,I'm happy to be here. And I really do like your place. Because it's so you.
28102,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,"Why, thank you, Fluttershy."
28103,Discordant Harmony,Michael P. Fox & Wil Fox,Fluttershy,"Now, how about we try some of those delicious-looking sandwiches?"
28104,Discordant Harmony,Michael P. Fox & Wil Fox,Discord,[chuckles] You read my mind!
28105,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Hmmm.
28106,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,[gasps] Thank you! You must be new. I'm Apple Bloom.
28108,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Welcome to Ponyville!
28110,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Really? Why'd ya move back?
28112,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Huh. [chomps] This is delicious! [chomps] I can't believe I've gone my whole life without ever havin' this.
28114,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,How much?
28116,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"Wow! Thanks, Mr. Grand Pear, sir! It was real nice meetin' you!"
28117,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Glad you're back, sugarcube. Just in time for breakfast for dinner."
28118,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,I got the perfect topper for flapjacks at the market today.
28119,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,[gasps] Pear jam?! What were you thinkin'?!
28120,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,Quick! Hide it!
28121,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Huh?
28122,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,What's the big deal? It's just pear jam.
28123,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,The big deal is that there is a long-standing feud between the Apples and the Pears!
28125,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Why?
28126,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Why?! ...Well, uh, a-actually, I-I'm-I'm not really sure. You have any idea, Big Mac?"
28128,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Then I guess we should ask Granny?
28130,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Uh, what goes better with apple fritter flapjacks <U+0096> caramel syrup or praline!"
28133,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Listen, sugarcube. Anytime Big Mac and I ever asked Granny about the feud or the Pears, she'd get so upset she couldn't talk. Best not bring it up."
28134,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"O-Okay, but that Grand Pear was really nice to me, even though I'm an Apple. I wonder what happened."
28135,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Me, too. But if we can't ask Granny, I don't know who<U+0097> We can ask Goldie Delicious! If anypony knows about the feud, it's the family historian!"
28136,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"I'm in! What do you say, Big Mac? Siblin' trip first thing tomorrow?"
28139,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Well, Goldie, we were hopin' you could tell us about the, uh... feud with the Apples and the Pears."
28141,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"No, ma'am. But I ran into Grand Pear yesterday, and he was real nice. Maybe the feud was a misunderstandin' or somethin', and we can fix it?"
28158,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,[voiceover] Wait an apple-pickin' minute!
28159,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,Bright Mac and Buttercup? Those are our parents' names!
28161,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,Are you sayin' our mother was a... Pear?!
28163,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,I can't believe it! How did we not know?!
28166,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,[sighs] Is there a-anythin' else you can tell us about them?
28167,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Anything else?
28170,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"[sighs] That's all right, Goldie. It was... nice just to hear<U+0097>"
28172,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,Burnt Oak? The firewood salespony? I haven't seen him in ages.
28175,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,You're right. We're not here for that.
28189,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"So Dad was super honest! Apple doesn't fall far from the tree, huh, Applejack?"
28191,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"Did you know our mom, too?"
28193,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Mrs. Cake?
28195,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Then let's go! Thanks, Burnt Oak!"
28199,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"Hi, Mrs. Cake. We heard you and our ma used to be real good friends, and we were hopin' you could tell us a bit about her."
28201,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,But isn't your name Mrs. Cake?
28203,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"[to Apple Bloom] Just like you, sugarcube! Or rather, you're just like her!"
28233,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"I mean, I figured the Pears moved, but I didn't know all that stuff happened before with Granny and Grand Pear."
28234,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,It must've been really hard on our parents.
28242,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,What?! What?!
28243,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,[simultaneous] What?! What did he do?!
28246,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"Mayor Mare, you knew our parents?"
28252,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,[voiceover] Reminds me of somepony else I know.
28270,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,I can't believe Grand Pear just up and left Ma like that! No wonder Granny never told us about any of this.
28273,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,It seems to me that now's as good a time as any.
28274,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,To talk to both our grandparents.
28275,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Excuse me? Grand Pear?
28276,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"I'm Applejack, and this here's Big McIntosh. But you already know who we are, don't ya?"
28278,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,Did you really move to Ponyville just for a change of pace?
28280,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"Then you came here because you're sorry and that you wanted to get to know us, too?"
28282,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"It's in the past, Grand Pear. Oh! Can I call you Grand Pear-Pear?"
28285,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,We've been all over. Learnin' about our parents.
28287,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,And our grandfather.
28290,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"Findin' you and learnin' all about Mom and Dad, I feel like I found a piece of me I didn't even know was missin'."
28291,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,Hearin' their story makes me feel closer to them somehow.
28294,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,Nothing's keepin' ya from us now. Let's not miss anythin' else.
28297,The Perfect Pear,Joanna Lewis & Kristine Songco,Apple Bloom,"Now that we're all together, there's somethin' we want to show you. Mom and Dad left us somethin' to remember them by. Come on!"
28301,The Perfect Pear,Joanna Lewis & Kristine Songco,Applejack,"If anything's gonna make it through, it's apples and pears."
28303,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Whoa!
28304,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Toola Roola, Coconut Cream, what are you doing?!"
28307,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Both of you, stop!"
28308,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"...So you see, friendship isn't always easy, but there's no doubt, it's worth fighting for."
28309,Fame and Misfortune,M. A. Larson,Twilight Sparkle,[humming and hmm-ing] No... Aha! Here it is.
28310,Fame and Misfortune,M. A. Larson,Starlight Glimmer,What is that?
28311,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Come on, Starlight, don't judge a book by its cover. This is the friendship journal my friends and I used to keep. It's filled with all the things we've learned, like: ""Friendship isn't always easy, but there's no doubt, it's worth fighting for."""
28312,Fame and Misfortune,M. A. Larson,Starlight Glimmer,I'll judge a book by its cover just this once.
28313,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Thanks for coming, everypony. I've got a surprise for you."
28314,Fame and Misfortune,M. A. Larson,Fluttershy,"What is it, Twilight? Do I need to prepare myself?"
28315,Fame and Misfortune,M. A. Larson,Twilight Sparkle,It's this!
28316,Fame and Misfortune,M. A. Larson,Rarity,"Ugh, what is that thing? Why is it so smelly?"
28317,Fame and Misfortune,M. A. Larson,Pinkie Pie,Wait a minute. [gasps] Is this our old friendship journal? I haven't seen this thing in forever!
28318,Fame and Misfortune,M. A. Larson,Applejack,"Hoo-wee! It's lookin' a little, uh... overripe."
28319,Fame and Misfortune,M. A. Larson,Rainbow Dash,I'll say!
28320,Fame and Misfortune,M. A. Larson,Rainbow Dash,There's a smushed apple in Applejack's lessons.
28321,Fame and Misfortune,M. A. Larson,Rainbow Dash,"Fluttershy's lessons are so small, you can barely read them."
28322,Fame and Misfortune,M. A. Larson,Fluttershy,"I, uh, wanted to leave room for all of you."
28323,Fame and Misfortune,M. A. Larson,Rainbow Dash,I-I don't even know what this is.
28324,Fame and Misfortune,M. A. Larson,Rarity,"It is called calligraphy, darling. If you're going to make words, at least make them fabulous."
28325,Fame and Misfortune,M. A. Larson,Applejack,"Looks like you got a little aggressive with your friendship lessons, Rainbow Dash."
28326,Fame and Misfortune,M. A. Larson,Rainbow Dash,"What can I say? When I learn something, I learn it hard."
28327,Fame and Misfortune,M. A. Larson,Rainbow Dash,[unimpressed] I found Pinkie's page.
28328,Fame and Misfortune,M. A. Larson,Pinkie Pie,"[giggles] Well, I am surprised!"
28329,Fame and Misfortune,M. A. Larson,Twilight Sparkle,That wasn't the only surprise.
28330,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Ta-da! Starlight and I decided to make one for each of you!
28331,Fame and Misfortune,M. A. Larson,Applejack,That's amazin'! A perfect copy!
28332,Fame and Misfortune,M. A. Larson,Starlight Glimmer,I learned the spell years ago when I needed to make copies of a certain<U+0097> [long pause] [clears throat] ...manifesto.
28333,Fame and Misfortune,M. A. Larson,Rarity,[sniffs] Ahhh! Even better than a perfect copy.
28334,Fame and Misfortune,M. A. Larson,Fluttershy,"Oh, I'd forgotten all about this lesson."
28335,Fame and Misfortune,M. A. Larson,Rainbow Dash,"[laughing] Remember this one from when I helped Daring Do? ""Never underestimate the power of friends who always got your back."""
28336,Fame and Misfortune,M. A. Larson,Pinkie Pie,"Aww, Cheese Sandwich! Party cannon! Ah! Birth-iversary!"
28337,Fame and Misfortune,M. A. Larson,Starlight Glimmer,"After Twilight remembered the journal, I had so much fun reading all the stuff you've all learned, I just had to have my own copy."
28338,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"And that brings me to the second part of the surprise. My idea. How would you girls feel about making our journal available for everypony? If we can get these lessons into other ponies' hooves, maybe they'll benefit from them."
28339,Fame and Misfortune,M. A. Larson,Fluttershy,"Well, I think that's a great idea."
28340,Fame and Misfortune,M. A. Larson,Pinkie Pie,I'm in! Yay!
28341,Fame and Misfortune,M. A. Larson,Applejack,W-We always said we wanted to.
28342,Fame and Misfortune,M. A. Larson,Rarity,Sounds fabulous.
28343,Fame and Misfortune,M. A. Larson,Rainbow Dash,[laughing] I'm awesome.
28344,Fame and Misfortune,M. A. Larson,Rainbow Dash,"Oh, yeah. Uh, good idea."
28348,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Hey, girls. Couldn't help but overhear. You might want to take a breather, maybe read Rainbow Dash's chapter on Rainbow Falls? It might help."
28350,Fame and Misfortune,M. A. Larson,Apple Bloom,"Thanks, Twilight! The friendship journal's makin' us super popular!"
28351,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Oh.
28352,Fame and Misfortune,M. A. Larson,Apple Bloom,"We were thinkin' of puttin' together a cutie mark summer camp. Now, everypony's definitely gonna sign up for it! This is gonna be awesome! [laughs] Cutie Mark Crusaders, whoo."
28353,Fame and Misfortune,M. A. Larson,Starlight Glimmer,A cutie mark camp is a great idea.
28354,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Yeah, but the purpose of the journal isn't supposed to be marketing."
28355,Fame and Misfortune,M. A. Larson,Twilight Sparkle,I just hope those foals actually learn something from our lessons.
28356,Fame and Misfortune,M. A. Larson,Starlight Glimmer,They will! I'm sure ponies all across Equestria will<U+0097> Whoa!
28357,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Uh, hello! Can I... help you?"
28359,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Wow! How wonderful! What was your favorite friendship<U+0097>
28361,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Oh, uh, I guess so. So, what did you think of the lessons?"
28363,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Oh.
28365,Fame and Misfortune,M. A. Larson,Starlight Glimmer,"Don't worry, Twilight. I'm sure lots of other ponies are being inspired to be better friends."
28369,Fame and Misfortune,M. A. Larson,Twilight Sparkle,But that's not what she was saying! Rarity!
28370,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Oh, poor Rarity. She overheard all the mean things those ponies were saying. She must be devastated. I'm going after her."
28371,Fame and Misfortune,M. A. Larson,Starlight Glimmer,Go ahead. I'm gonna have a chat with these two.
28372,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Rarity, wait!"
28373,Fame and Misfortune,M. A. Larson,Pinkie Pie,Twilight! Isn't it amazing? Our journals are everywhere!
28374,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Pinkie, I've got to<U+0097>"
28375,Fame and Misfortune,M. A. Larson,Pinkie Pie,Ponies keep stopping by to tell me my entries are hilarious!
28376,Fame and Misfortune,M. A. Larson,Pinkie Pie,I even had somepony come all the way from Las Pegasus to say how much he liked my lessons!
28377,Fame and Misfortune,M. A. Larson,Twilight Sparkle,I am so glad to hear some ponies are being inspired by the journal.
28379,Fame and Misfortune,M. A. Larson,Pinkie Pie,Giggly feedback is the best kind!
28380,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Well, at least you're getting a positive reaction. I just saw Rarity, and I'm afraid this whole journal thing really upset her."
28381,Fame and Misfortune,M. A. Larson,Pinkie Pie,"Aww, that's too bad."
28382,Fame and Misfortune,M. A. Larson,Pinkie Pie,Wait. That wasn't even funny.
28383,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"O-kay. Well, I guess I'll catch you later."
28384,Fame and Misfortune,M. A. Larson,Pinkie Pie,"Yup. Bye, Twilight!"
28386,Fame and Misfortune,M. A. Larson,Pinkie Pie,You've known me for years!
28387,Fame and Misfortune,M. A. Larson,Rainbow Dash,Maybe it's time to call it a day.
28389,Fame and Misfortune,M. A. Larson,Twilight Sparkle,What do you mean you skipped the lessons? We've all had valuable experiences.
28390,Fame and Misfortune,M. A. Larson,Rainbow Dash,"Hey, here's a great idea! Why don't you guys talk to Twilight for a while? So I can get back to things like working and napping and, well, pretty much anything else."
28392,Fame and Misfortune,M. A. Larson,Rainbow Dash,[laughs nervously] Again? Haven't we already covered that one? A couple dozen times?
28394,Fame and Misfortune,M. A. Larson,Rainbow Dash,"Uh... It's just that I, uh, really need to get those storm clouds back in their... pens."
28397,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Oh, what's going on now?"
28398,Fame and Misfortune,M. A. Larson,Fluttershy,"Please, just leave me alone!"
28399,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Fluttershy, what's wrong?"
28402,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"What is it, everypony?"
28405,Fame and Misfortune,M. A. Larson,Starlight Glimmer,What? Really?! Are you attacking my friend because you want to be in a book?!
28406,Fame and Misfortune,M. A. Larson,Fluttershy,"It's okay. I got this, girls. [inhales] Listen up! I am more assertive! And yes, it took me a while to get there. But can you honestly say that you could learn something one time and completely change who you are? [beat] I didn't think so."
28408,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"It feels like everypony in Equestria is missing the ""friendship"" part of the friendship journals."
28409,Fame and Misfortune,M. A. Larson,Twilight Sparkle,What are you doing?
28410,Fame and Misfortune,M. A. Larson,Rarity,"Why, I'm creating a gown, darling!"
28411,Fame and Misfortune,M. A. Larson,Twilight Sparkle,For what?
28412,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Stress-sewing?
28413,Fame and Misfortune,M. A. Larson,Rarity,"When I overheard those two at the cafe, I suddenly understood why I've been getting cancellations for days!"
28414,Fame and Misfortune,M. A. Larson,Starlight Glimmer,What? Why are ponies cancelling their orders?
28415,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"I'm sure if I go out there and talk to those ponies, they'll see that they're being unreasonable."
28416,Fame and Misfortune,M. A. Larson,Applejack,"[panting] I need a hundred blankets, and I need 'em now! Sorry, Twilight."
28417,Fame and Misfortune,M. A. Larson,Rarity,"Right away, pony-who-still-likes-me!"
28418,Fame and Misfortune,M. A. Larson,Applejack,I don't need nothin' fancy.
28419,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"What's the matter, Applejack?"
28420,Fame and Misfortune,M. A. Larson,Applejack,"I'm popular, Twilight! I'm popular, and I don't like it one bit!"
28421,Fame and Misfortune,M. A. Larson,Starlight Glimmer,You go ahead. I'll stay here.
28422,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Applejack, who are all these ponies?"
28423,Fame and Misfortune,M. A. Larson,Applejack,"They call themselves the Sweet Apple Admirers. They say they read my journal entries, and they felt like a part of the family. And now they actually wanna become part of the family!"
28424,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Your journal entries?
28425,Fame and Misfortune,M. A. Larson,Applejack,"Yeah, you know, all the stuff about how friends are like family and whatnot?"
28426,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Can't you get rid of them?
28427,Fame and Misfortune,M. A. Larson,Applejack,"And kick out my own family?! Granny Smith, hang on! Let me help!"
28430,Fame and Misfortune,M. A. Larson,Twilight Sparkle,[sighs] I wish we'd never released that journal.
28431,Fame and Misfortune,M. A. Larson,Starlight Glimmer,"There you are! Okay, I just left Rarity. I think she's doing better, and<U+0097> Oh, boy. Window-staring, huh? Was it that bad at Sweet Apple Acres?"
28432,Fame and Misfortune,M. A. Larson,Twilight Sparkle,It's bad everywhere. I thought I was doing something good. I thought I was helping. How could our friendship journal have led to so much... anti-friendship?!
28433,Fame and Misfortune,M. A. Larson,Starlight Glimmer,"Oh, Twilight, it's not your fault."
28434,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Of course it's my fault! If I hadn't had the big idea to make copies, none of this would be happening! I'm afraid I made life awful for my friends!"
28435,Fame and Misfortune,M. A. Larson,Starlight Glimmer,I really think you're being too hard on yourself.
28436,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Am I?!
28437,Fame and Misfortune,M. A. Larson,Applejack,I didn't know where else to go! I've got so much cookin' and cleanin' and family-in' to do... I ain't got time for anythin' else!
28438,Fame and Misfortune,M. A. Larson,Pinkie Pie,"At least ponies aren't laughing every time you talk! Not even I want to be funny all the time! I'm telling you, my days of hilariosity-ness-ness are over!"
28439,Fame and Misfortune,M. A. Larson,Rainbow Dash,"You think you've got problems? I know I'm awesome, but I can't even go to the bathroom without somepony trying to tell me how cool I am! [beat] Uh, Rarity? What are you wearing?"
28440,Fame and Misfortune,M. A. Larson,Rarity,"My emotions, darling! Stress couture!"
28441,Fame and Misfortune,M. A. Larson,Fluttershy,I don't know what I'm gonna do if I have to defend myself one more time!
28442,Fame and Misfortune,M. A. Larson,Rarity,"Hmm? Oh, uh, sorry, darling. Force of habit."
28443,Fame and Misfortune,M. A. Larson,Starlight Glimmer,"Okay, so maybe they are having a hard time with it. That doesn't mean you did anything wrong."
28444,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Yes, I did! Releasing the journal was my idea, and it backfired in ways I could never have imagined!"
28445,Fame and Misfortune,M. A. Larson,Starlight Glimmer,"It's not your fault. It's everypony else's! They're just focusing on the wrong things, and<U+0097> [gasps] Wait here! I've got an idea!"
28446,Fame and Misfortune,M. A. Larson,Twilight Sparkle,I can't wait any longer. I've got to fix this.
28447,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Everypony, please stop!"
28449,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"I moved here to learn about friendship. That's why the journal even exists. It took some time for me to get the hang of it, but it was each of these ponies standing next to me who taught me the lessons in those journals. Applejack, Pinkie Pie, Rainbow Dash, Rarity, and Fluttershy, too. Then it was all of you. I've learned so much from<U+0097>"
28451,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"""Believable""?"
28453,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"My character?! We are real ponies! This journal is a record of things that actually happened to us! We made mistakes, and we learned from them!"
28458,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Wait a minute, everypony!"
28460,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Listen to me! [amplified] Listen to me!
28461,Fame and Misfortune,M. A. Larson,Twilight Sparkle,I never claimed to be perfect My mistakes are all written in ink None of us claimed to be perfect And it's sad if that's what you all think
28465,Fame and Misfortune,M. A. Larson,Rainbow Dash,They say I'm a big shot That my ego's the size of a whale My confidence comes off as cocky But it gives me the courage to fail
28466,Fame and Misfortune,M. A. Larson,Rarity,"Sure, I can be a drama queen A bit stuck-up, it's true"
28467,Fame and Misfortune,M. A. Larson,Applejack,"And I can be too eager to please There's such thing as bein' too honest, too, 'cause"
28470,Fame and Misfortune,M. A. Larson,Pinkie Pie,Ponies think I'm all bubbles and laughter That I don't seem sincere I might joke around a little too much But I'm just so happy you're here
28471,Fame and Misfortune,M. A. Larson,Fluttershy,It took me a while to be confident To really come out of my shell
28472,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"But nopony has to be perfect By now, don't you know us so well? Because, yeah"
28475,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"So you see, everypony? None of us ever claimed to be perfect. Without our flaws, there wouldn't be any friendship lessons to learn. Without our flaws... there probably wouldn't be any friendships at all."
28476,Fame and Misfortune,M. A. Larson,Rainbow Dash,So that just happened.
28477,Fame and Misfortune,M. A. Larson,Starlight Glimmer,Girls! I found two ponies who have something I think you should hear.
28481,Fame and Misfortune,M. A. Larson,Twilight Sparkle,Really?
28483,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Oh, I can't tell you how much it means to hear that. Thank you for telling us. We've had a tough couple of days, but knowing we've helped fillies like you..."
28484,Fame and Misfortune,M. A. Larson,Applejack,It makes everythin' we've been through worth it.
28485,Fame and Misfortune,M. A. Larson,Rarity,Absolutely. Fads come and go. Friendship is forever.
28486,Fame and Misfortune,M. A. Larson,Rainbow Dash,There are worse things than not being able to do anything without being told I'm awesome.
28487,Fame and Misfortune,M. A. Larson,Fluttershy,And we can't change the way other ponies think about us. But we can change how we let it affect us.
28488,Fame and Misfortune,M. A. Larson,Pinkie Pie,Or how we don't let it affect us!
28489,Fame and Misfortune,M. A. Larson,Pinkie Pie,[giggles] Go ahead! Laugh!
28490,Fame and Misfortune,M. A. Larson,Applejack,"Reckon we still have to deal with them, don't we?"
28491,Fame and Misfortune,M. A. Larson,Twilight Sparkle,"Stay in the friendship moment, Applejack. They can wait a little longer."
28492,Triple Threat,Josh Hamilton,Spike,"Is the banner even? Are the flowers in place? By which I mean ""completely out of view"". I'm pretty sure dragons don't like flowers. And what about the Ceremonial Dragon Fire Flame of Friendship? Is it still flaming?"
28493,Triple Threat,Josh Hamilton,Twilight Sparkle,"Spike, everything looks great! You're getting yourself worked up for no reason."
28494,Triple Threat,Josh Hamilton,Spike,"I have lots of reasons. In fact, I wrote them down."
28495,Triple Threat,Josh Hamilton,Starlight Glimmer,[sighs] You've been hanging around Twilight for too long.
28496,Triple Threat,Josh Hamilton,Spike,Reason number one <U+0096> I invited Dragon Lord Ember to Ponyville today. Reason two <U+0096> the Dragon Lord is a dragon. Reason three <U+0096> she's coming here to learn more about friendship.
28497,Triple Threat,Josh Hamilton,Twilight Sparkle,"According to Ember's letters, the dragons are trying to be friends, but competing is in their nature, and it's leading to more and more fights."
28498,Triple Threat,Josh Hamilton,Spike,"Which brings me to to reason number four. The Dragon Lord wants my advice, and as the new official Equestrian friendship ambassador to the dragons, I can't let her down."
28499,Triple Threat,Josh Hamilton,Twilight Sparkle,"I know you feel a lot of pressure, but you've got this, Spike!"
28500,Triple Threat,Josh Hamilton,Spike,I... I just want things to be perfect.
28501,Triple Threat,Josh Hamilton,Spike,[gasps] Thorax! You're in Ponyville!
28504,Triple Threat,Josh Hamilton,Twilight Sparkle,"[whispering, to Spike] You invited Thorax over to Ponyville on the same day as Ember?!"
28505,Triple Threat,Josh Hamilton,Spike,Apparently.
28506,Triple Threat,Josh Hamilton,Starlight Glimmer,That doesn't seem like a good idea. How are you gonna entertain them both?
28507,Triple Threat,Josh Hamilton,Starlight Glimmer,"Well, maybe they'll like each other."
28508,Triple Threat,Josh Hamilton,Spike,Probably not. Ember is tough and self-assured and intimidating. And Thorax is...
28510,Triple Threat,Josh Hamilton,Starlight Glimmer,"Yeah, I see your point. They might not get each other."
28511,Triple Threat,Josh Hamilton,Twilight Sparkle,I'm sure that won't happen. Now pull it together.
28512,Triple Threat,Josh Hamilton,Spike,"So, heh, Thorax, heh, everything good with you?"
28514,Triple Threat,Josh Hamilton,Spike,No!
28516,Triple Threat,Josh Hamilton,Spike,"Sounds like you really need to unwind. Uh, how about a, uh... a trip to the castle? Heh. You can't miss that view."
28517,Triple Threat,Josh Hamilton,Twilight Sparkle,"Yes, the castle! I'll give you a personal tour!"
28519,Triple Threat,Josh Hamilton,Spike,"Yeah, I'm just gonna... grab some ice cream for us and catch up. Heh-heh."
28520,Triple Threat,Josh Hamilton,Spike,"Dragon Lord Ember, as the official Equestrian friendship ambassador for the Dragon Lands and for Ponyville, I, Spike of Ponyville, welcome you to... uh, Ponyville. [quietly, to himself] I gotta work on my official speech."
28524,Triple Threat,Josh Hamilton,Starlight Glimmer,"Actually, I'm Starlight. Starlight Glimmer. Nice to meet you."
28526,Triple Threat,Josh Hamilton,Spike,She's in her castle. D'oh!
28529,Triple Threat,Josh Hamilton,Spike,Dah. I think I feel one coming on.
28531,Triple Threat,Josh Hamilton,Spike,Or we could stay here.
