index,title,writer,pony,dialog,emotion_chatgpt,season
30965,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Applejack,"Roundin' up the pony students ain't gonna be an issue, but...",neutral,8
30966,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,The creatures from the other kingdoms seemed pretty upset with us.,anger,8
30967,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rarity,Pfft! Nonsense! I'm certain we can win them over with our charm and style!,joy,8
30968,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,[singsongy] Cupcake-gram for Prince Rutherfoooord!,joy,8
30970,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,Because... you don't have to be mad anymore! We're reopening Twilight Sparkle's School of Friendship! And it's gonna be super-uper-duper better than before! We're<U+0097>,joy,8
30971,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rarity,"<U+0097>ever so sorry about the misunderstanding. All creatures are, of course, welcome.",neutral,8
30972,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,We would be really happy if you sent your student back to class.,joy,8
30973,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Applejack,It won't be the same without 'em. We're open and ready to start teachin'<U+0097>,sadness,8
30974,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rainbow Dash,"<U+0097>right now! So, what are you waiting for? Get your student and let's go!",joy,8
30985,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,I can't believe it! They did learn friendship!,joy,8
30986,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,Sorry.,neutral,8
30995,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,Okay. Let's review what we know.,neutral,8
30996,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Spike,"Smolder, Ocellus, Silverstream, Yona, and Gallus disappeared together.",surprise,8
30997,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Spike,That's all we know.,neutral,8
30998,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Applejack,They're probably just off hidin' somewhere.,neutral,8
30999,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Starlight Glimmer,Unless they used some kind of spell to disappear.,fear,8
31000,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rainbow Dash,Ooh! Or went undercover!,surprise,8
31001,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,Maybe they were attacked by a ferocious shrimp! Nopony ever expects that!,surprise,8
31002,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,[gasps] Shrimps can attack?,surprise,8
31003,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,Nope! That's why nopony expects it.,surprise,8
31005,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,"Hi, Sandbar! Are you having a party?",neutral,8
31007,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rarity,"We need to think like our students. If someone told us we would never see each other again, what would we do?",fear,8
31008,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,Go someplace we could all hang out and eat lots and lots of cupcakes!,joy,8
31009,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,What?,surprise,8
31010,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,Sandbar was friends with all of the missing students... and he just got plenty of cupcakes.,joy,8
31011,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Applejack,Huh. He was at the farm this mornin' pickin' up a wagonload of apples...,surprise,8
31012,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rarity,And I saw him in a shop buying pillows and blankets!,surprise,8
31013,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rainbow Dash,[gasps] He must be taking all that stuff to the other students! We've gotta follow him!,surprise,8
31044,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Spike,"Aw, yeah!",joy,8
31045,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,Oh! Don't hurt them! Just ask them to leave nicely.,surprise,8
31052,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,Is everycreature alright?,fear,8
31053,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Spike,[panting] You're lucky we got here in time!,surprise,8
31054,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Starlight Glimmer,"You know, this probably isn't the safest place for a campout.",fear,8
31056,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,Not exactly. We have another option in mind.,neutral,8
31058,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,It's pretty clear you've already started learning friendship without your teachers. But we'd like to show you even more... if you'd come back to school?,joy,8
31060,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Applejack,"To be honest, we felt exactly the same way when Twilight told us she was reopening the school.",surprise,8
31061,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rarity,"But this time, we guarantee it shall be different.",neutral,8
31062,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rainbow Dash,"Oh, yeah! With class run my way, it'll be two hundred and twenty percent cooler.",joy,8
31063,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,And without the EEA<U+0097>,neutral,8
31064,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,<U+0097>it'll be much friendlier.,neutral,8
31065,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,"Plus, all your nations won't go to war if you come back with us! Bonus!",joy,8
31076,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,School is back in session!,joy,8
31078,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,"I did, Chancellor Neighsay! And I respectfully ask you to step aside, or classes will start late.",anger,8
31084,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,I do! It's true that my School of Friendship is EEA-unaccredited...,joy,8
31085,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Spike,Look! She said it without doing the eye thing!,surprise,8
31087,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,It's not an EEA school. It's a friendship school with its own rules. I should know. I wrote the book!,joy,8
31088,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,"These students reminded me that every friendship is special, so the way we teach it has to be just as unique. My school is going to do things differently.",joy,8
31091,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,"I promise you, Chancellor. My school will help protect Equestria.",joy,8
31094,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,This brand new school of friendship Is home to everyone,joy,8
31097,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rarity,With friendship ties that bind us,joy,8
31098,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Applejack,Tighter than the strongest bonds,joy,8
31099,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,We're hoof-in-hoof,joy,8
31101,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,There's a griffon in the garden,surprise,8
31102,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Rainbow Dash,Hippogriffs hang in the hall,neutral,8
31103,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Spike,And the door will be open To all creatures great and small,joy,8
31104,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Pinkie Pie,And a yak or two or three,joy,8
31106,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Starlight Glimmer,That might have been a changeling,fear,8
31107,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Fluttershy,But it kind of looks like me,neutral,8
31109,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,Some things you just can't teach with books Some things you only know So trust your heart and let us lead And your friendship's sure to grow,joy,8
31120,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Starlight Glimmer,"Guess I make a pretty good guidance counselor, huh?",joy,8
31121,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,Yes! Writing the rulebook was the most fun ever! I can't wait to start working on the new lesson plans!,joy,8
31122,School Daze - Part 2,Michael Vogel & Nicole Dubuc,Twilight Sparkle,...with some help from my friends.,joy,8
31128,The Maud Couple,Nick Confalone,Pinkie Pie,"[laughs] It's funny, 'cause it's true!",joy,8
31131,The Maud Couple,Nick Confalone,Pinkie Pie,"[laughs] Isn't my sister Maud the most hilarious, entertaining, amazing comedian ever?",joy,8
31132,The Maud Couple,Nick Confalone,Pinkie Pie,"Your jokes, your hilarious delivery, your... your everything!",joy,8
31134,The Maud Couple,Nick Confalone,Pinkie Pie,"[laughing] You got me! C'mon, let's celebrate sister-style. We can get matching stickers that says ""Eyes on the Pies"", then show them off at the Ponyville Sticker Convention that I could plan for tomorrow if you want.",joy,8
31136,The Maud Couple,Nick Confalone,Pinkie Pie,"Aww, that's what you said yesterday. And the day before that. And the day before the day before that. [sighs] It's just, we haven't hung out in a really long time because you always have other plans. Even when you promised to build whipped-cream pyramids with me.",sadness,8
31138,The Maud Couple,Nick Confalone,Pinkie Pie,"Apology accepted, as long as we get some serious sister time before your birthday. And there's, uh, definitely no reason I wanna hang out before your birthday. Just, you know, not planning anything special.",surprise,8
31140,The Maud Couple,Nick Confalone,Pinkie Pie,What about tomorrow morning?,neutral,8
31142,The Maud Couple,Nick Confalone,Pinkie Pie,Yay! Just you and me. Best sister friends forever!,joy,8
31144,The Maud Couple,Nick Confalone,Pinkie Pie,"[continues squealing] Tomorrow is today! Who's ready for some fun times at Sugarcube Corner? The answer is ""you""! I would also accept ""Maud"". Maud? Maud!",joy,8
31145,The Maud Couple,Nick Confalone,Pinkie Pie,"[gasps] Oh, I get it! We're playing hide-and-go-seek!",surprise,8
31146,The Maud Couple,Nick Confalone,Pinkie Pie,Aha! Found you!,surprise,8
31147,The Maud Couple,Nick Confalone,Pinkie Pie,"Where's Maud? I've already tried Discord's dimension, Granny Smith's wax museum, and Yakyakistan! She has to be here!",surprise,8
31148,The Maud Couple,Nick Confalone,Starlight Glimmer,"Nope, it's just me. Reading.",neutral,8
31149,The Maud Couple,Nick Confalone,Pinkie Pie,Story checks out. Or does it?! It does. But are you sure there's nopony hiding... in your closet?!,surprise,8
31150,The Maud Couple,Nick Confalone,Starlight Glimmer,"Pinkie, I don't have a closet. Is everything okay?",neutral,8
31151,The Maud Couple,Nick Confalone,Pinkie Pie,No. I was supposed to go birthday cake shopping with Maud today.,sadness,8
31152,The Maud Couple,Nick Confalone,Starlight Glimmer,And ruin her surprise party?,surprise,8
31153,The Maud Couple,Nick Confalone,Pinkie Pie,"I wasn't gonna tell her why, silly. But now I can't even find Maud. I'm usually way better at hide-and-seek than this.",sadness,8
31154,The Maud Couple,Nick Confalone,Starlight Glimmer,"Oh, she probably just found a new rock formation and forgot you two were gonna hang out. Tell ya what. You take care of the cake, and I'll look for Maud.",neutral,8
31155,The Maud Couple,Nick Confalone,Pinkie Pie,"Really? Thanks, Starlight!",joy,8
31156,The Maud Couple,Nick Confalone,Pinkie Pie,Just checking.,neutral,8
31157,The Maud Couple,Nick Confalone,Pinkie Pie,[whispering] I've gotta get very important ingredients for a very important pony's cake. And it's gotta be tippy-top super-duper secret.,joy,8
31159,The Maud Couple,Nick Confalone,Pinkie Pie,Oh. I'm sorry. Didn't mean to cut in front of anypony.,neutral,8
31160,The Maud Couple,Nick Confalone,Pinkie Pie,"Um, whatcha doin'?",neutral,8
31162,The Maud Couple,Nick Confalone,Pinkie Pie,"Rrrrrright. Okay. Just that I'm trying to plan a party here, and the clock is ticking, while you, uh... What are you doing anyway?",neutral,8
31164,The Maud Couple,Nick Confalone,Pinkie Pie,"I mean, can I help you move this along? What are you looking for? Rolling pins, cupcake tins, cookie cutters with tails and fins?",joy,8
31166,The Maud Couple,Nick Confalone,Pinkie Pie,That's what you've been standing here all this time to say?,anger,8
31168,The Maud Couple,Nick Confalone,Pinkie Pie,"Uh... but, they're the same thing.",neutral,8
31170,The Maud Couple,Nick Confalone,Pinkie Pie,"Yyyyyeah, same thing.",neutral,8
31172,The Maud Couple,Nick Confalone,Pinkie Pie,"In that case, apology not accepted. Goodbye, later, see ya<U+0097>same thing!",anger,8
31173,The Maud Couple,Nick Confalone,Pinkie Pie,"Ugh! Can you believe that guy?! Huh? ""Out to Lunch""?! Oh, come on!",anger,8
31176,The Maud Couple,Nick Confalone,Pinkie Pie,Maud! Found you! My turn to hide! Hee-hee!,joy,8
31178,The Maud Couple,Nick Confalone,Pinkie Pie,"Oh, pssh. What are you apologizing to me for? I'm not upset, you silly-willy.",joy,8
31180,The Maud Couple,Nick Confalone,Pinkie Pie,"Wanna hang out right now? I mean, I can see you're not doing anything with anypony else. Unless they're invisible or reeeeeaaaally small.",surprise,8
31182,The Maud Couple,Nick Confalone,Pinkie Pie,A wha...?,surprise,8
31184,The Maud Couple,Nick Confalone,Pinkie Pie,A whaaa...?!,surprise,8
31186,The Maud Couple,Nick Confalone,Pinkie Pie,A whaaaaa...?!,surprise,8
31188,The Maud Couple,Nick Confalone,Pinkie Pie,"That's so exciting! My sister, in love!",joy,8
31190,The Maud Couple,Nick Confalone,Pinkie Pie,"Tell me everything! Who is he? What's his favorite color? Does he like ice cream? If he were a bird, what kind of bird would he be? Wait. Is he actually a bird? Oh! I don't know, because you haven't told me anything yet!",surprise,8
31192,The Maud Couple,Nick Confalone,Pinkie Pie,"Well, I love you, so I know I'm gonna love your boyfriend! Oh, I can't wait to meet him!",joy,8
31194,The Maud Couple,Nick Confalone,Pinkie Pie,"[gasps] He's a rock! And you love rocks, so it's perfect! [gasps] Is Boulder jealous?",surprise,8
31197,The Maud Couple,Nick Confalone,Pinkie Pie,[gasps] A wha-whaaaaaaaaa?!,surprise,8
31200,The Maud Couple,Nick Confalone,Pinkie Pie,You?!,anger,8
31202,The Maud Couple,Nick Confalone,Pinkie Pie,You?,neutral,8
31204,The Maud Couple,Nick Confalone,Pinkie Pie,You...,neutral,8
31206,The Maud Couple,Nick Confalone,Pinkie Pie,"I mean, [laughs] you! You, you, you!",joy,8
31208,The Maud Couple,Nick Confalone,Pinkie Pie,"I'm sorry. Let's start over. Hi, I'm Maud's sister, Pinkie Pie.",joy,8
31210,The Maud Couple,Nick Confalone,Pinkie Pie,Sooooo... how did... you two meet?,neutral,8
31212,The Maud Couple,Nick Confalone,Pinkie Pie,"Oh! You're into rocks, too?",surprise,8
31214,The Maud Couple,Nick Confalone,Pinkie Pie,Then why were you at a rock show?,neutral,8
31218,The Maud Couple,Nick Confalone,Pinkie Pie,"I'm... really into sticks, too! They're great for hitting pi<f1>atas! Haaaaa...",joy,8
31220,The Maud Couple,Nick Confalone,Pinkie Pie,Oh! You wanna go first?,surprise,8
31222,The Maud Couple,Nick Confalone,Pinkie Pie,"It is? I'm sorry. Oh, this is awful. I'm not being a very good sister. Let's start over. I'm Pinkie Pie! Nice to meet you!",joy,8
31225,The Maud Couple,Nick Confalone,Pinkie Pie,Oh! Your pet likes fetch!,surprise,8
31229,The Maud Couple,Nick Confalone,Pinkie Pie,"[whispering, to Maud] It's just a stick.",neutral,8
31231,The Maud Couple,Nick Confalone,Pinkie Pie,"[sighs] I'm sorry, I'm sorry. One more time. [through gritted teeth] I'm Pinkie Pie! Nice to meet you!",anger,8
31234,The Maud Couple,Nick Confalone,Starlight Glimmer,Wow. Maud has a boyfriend?,surprise,8
31235,The Maud Couple,Nick Confalone,Pinkie Pie,[groans] How could she like someone so weird? He has an inanimate object for a pet!,disgust,8
31236,The Maud Couple,Nick Confalone,Starlight Glimmer,So does Maud.,neutral,8
31237,The Maud Couple,Nick Confalone,Pinkie Pie,"Boulder has ten times the personality of some random stick! Mudbriar, too, for that matter. He's not like Maud at all! Maud is hilarious, friendly, caring, and easy to talk to!",joy,8
31238,The Maud Couple,Nick Confalone,Starlight Glimmer,"Yep, that's Maud.",joy,8
31239,The Maud Couple,Nick Confalone,Pinkie Pie,"But this guy is awkward, quiet, and kind of... strange.",disgust,8
31240,The Maud Couple,Nick Confalone,Starlight Glimmer,"Uh, that also sounds like Maud.",neutral,8
31241,The Maud Couple,Nick Confalone,Pinkie Pie,"[laughs] You're so funny, Starlight! Maud is nothing like Mudbriar. If she were, then we wouldn't be best sister friends forever.",joy,8
31242,The Maud Couple,Nick Confalone,Starlight Glimmer,"Well, Maud obviously likes something about him.",joy,8
31243,The Maud Couple,Nick Confalone,Starlight Glimmer,Maybe you just need to spend more time with him. Find out what you have in common.,joy,8
31244,The Maud Couple,Nick Confalone,Pinkie Pie,That's easy <U+0096> nothing!,joy,8
31245,The Maud Couple,Nick Confalone,Starlight Glimmer,You both care about Maud. I know. He could help you with her party.,neutral,8
31246,The Maud Couple,Nick Confalone,Pinkie Pie,I guess...,neutral,8
31247,The Maud Couple,Nick Confalone,Starlight Glimmer,And I'll keep Maud busy while you and Mudbriar plan the best surprise birthday ever.,joy,8
31248,The Maud Couple,Nick Confalone,Pinkie Pie,That I can do!,joy,8
31249,The Maud Couple,Nick Confalone,Pinkie Pie,"Listen. Maud's birthday is tomorrow, and there's no time to waste. You're not afraid of slides, are you?",fear,8
31252,The Maud Couple,Nick Confalone,Pinkie Pie,No reason. Wheeeeeee!,joy,8
31253,The Maud Couple,Nick Confalone,Pinkie Pie,Welcome to my party planning cave!,joy,8
31255,The Maud Couple,Nick Confalone,Pinkie Pie,"Yeah, okay.",neutral,8
31256,The Maud Couple,Nick Confalone,Pinkie Pie,"Here's what I'm thinking for her surprise party <U+0096> edible rock candy plates, gem-shaped ice cubes, a pebble pi<f1>ata. Uh... we'll skip that one.",surprise,8
31258,The Maud Couple,Nick Confalone,Pinkie Pie,Oh. Suggest away! That's why you're here! You and me! Planning... together! Friends!,joy,8
31260,The Maud Couple,Nick Confalone,Pinkie Pie,"Hmph. Let me see this ""vision board"".",disgust,8
31262,The Maud Couple,Nick Confalone,Pinkie Pie,Where does it say that? She never told me that!,anger,8
31264,The Maud Couple,Nick Confalone,Pinkie Pie,Stop acting like you know my sister better than me!,anger,8
31266,The Maud Couple,Nick Confalone,Pinkie Pie,"[angrily] Well, technically, I don't care! And since I've been best sister friends forever with Maud my entire life, I think I'm the expert here! Oh, but fine. If you don't believe me, let's ask her! [whispering] But we have to be super-sneaky.",anger,8
31268,The Maud Couple,Nick Confalone,Pinkie Pie,No!,anger,8
31269,The Maud Couple,Nick Confalone,Starlight Glimmer,Huh. You must be Mudbriar.,surprise,8
31270,The Maud Couple,Nick Confalone,Starlight Glimmer,I'm Starlight Glimmer. Nice to meet you. I've heard great things!,joy,8
31271,The Maud Couple,Nick Confalone,Starlight Glimmer,I'm so glad the two of you are spending time together. So... how's it going?,joy,8
31272,The Maud Couple,Nick Confalone,Pinkie Pie,"Mudbriar and I have just spent the best time bonding! And we're really starting to make some headway becoming besties, except for one teensy-weensy disagreement that maybe you could settle, Maud. See, Mudbriar here seems to think that [starting to laugh] you don't like surprise parties! Isn't it funny how [suddenly angry] wrong he is?!",surprise,8
31274,The Maud Couple,Nick Confalone,Pinkie Pie,Hmmmm.,neutral,8
31276,The Maud Couple,Nick Confalone,Pinkie Pie,"See? Wait, what?!",surprise,8
31278,The Maud Couple,Nick Confalone,Pinkie Pie,No party? No party?! Did he put you up to this?!,anger,8
31280,The Maud Couple,Nick Confalone,Pinkie Pie,"[whispering] Maybe you should consider, I don't know, taking things a little less serious with Mudbriar because he's kinda sort of... [loudly] impossible to like?!",anger,8
31281,The Maud Couple,Nick Confalone,Starlight Glimmer,"Hey, Mudbriar, have you ever flown a kite? Let me tell you all about it. See, the first thing you should do is<U+0097>",joy,8
31282,The Maud Couple,Nick Confalone,Pinkie Pie,I just can't believe you would choose sitting around with him over a party with your own sister!,anger,8
31284,The Maud Couple,Nick Confalone,Pinkie Pie,"[gasps] ""Technically""?! Ugh, you even like the way he talks?",disgust,8
31286,The Maud Couple,Nick Confalone,Pinkie Pie,[gasps] [tearing up] Then I guess you don't need a best sister friend forever anymore.,sadness,8
31288,The Maud Couple,Nick Confalone,Starlight Glimmer,"Uh, wait, let's all slow down and talk about this.",neutral,8
31290,The Maud Couple,Nick Confalone,Pinkie Pie,[crying] I don't understand! How could Maud like Mudbriar? Is it Opposite Day? Nothing makes sense!,sadness,8
31297,The Maud Couple,Nick Confalone,Pinkie Pie,Ohhh.,surprise,8
31298,The Maud Couple,Nick Confalone,Pinkie Pie,You're probably wondering why I came back to the family farm in the middle of the night.,neutral,8
31300,The Maud Couple,Nick Confalone,Pinkie Pie,"Well, it all started when<U+0097>",neutral,8
31302,The Maud Couple,Nick Confalone,Pinkie Pie,[sad groan] It's just... Maud has a boyfriend.,sadness,8
31305,The Maud Couple,Nick Confalone,Pinkie Pie,"It's just that I love Maud, and I want to love Mudbriar, but I can't see anything to like about him!",sadness,8
31308,The Maud Couple,Nick Confalone,Pinkie Pie,You mean that lumpy grey one?,neutral,8
31310,The Maud Couple,Nick Confalone,Pinkie Pie,"I would not describe that as beautiful, blue, or white, but... [laughs nervously] Okay.",surprise,8
31313,The Maud Couple,Nick Confalone,Pinkie Pie,"So you're saying I should crack open Mudbriar like a rock! It all makes sense! No, wait. It doesn't.",anger,8
31316,The Maud Couple,Nick Confalone,Pinkie Pie,"Oh, Limestone, Marble, thank you! I don't know what I'd do without you two! Pie pile!",joy,8
31318,The Maud Couple,Nick Confalone,Pinkie Pie,I really owe Mudbriar an apology. [gasps] And I owe Maud a party! I just hope I'm not too late!,joy,8
31319,The Maud Couple,Nick Confalone,Pinkie Pie,"I brought you an olive branch to say sorry. I was really unfair to you, and I'm ready to listen to your ideas for Maud's birthday, if you still want to plan it together.",joy,8
31321,The Maud Couple,Nick Confalone,Pinkie Pie,"Oh, come on! [through gritted teeth] Sorry! Keeping it together...!",anger,8
31323,The Maud Couple,Nick Confalone,Pinkie Pie,"Friends! Now, do you have any ideas for the party?",joy,8
31331,The Maud Couple,Nick Confalone,Pinkie Pie,It was all your amazing boyfriend's idea. He said the best present would be me throwing you a surprise party you didn't have to go to.,joy,8
31333,The Maud Couple,Nick Confalone,Pinkie Pie,[through gritted teeth] Technically... [normally] You're right!,anger,8
31334,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Don't worry, Angel, I won't forget you.",joy,8
31335,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[sighs] There's nothing so peaceful as a cuddly friends picnic.,joy,8
31336,Fake It 'Til You Make It,Josh Hamilton,Rarity,Fluttershy!,joy,8
31337,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, goodness, Rarity! What's the matter?",surprise,8
31338,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, the better question would be, ""What isn't the matter?""",surprise,8
31339,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, dear. Do you wanna have some lettuce and talk about it?",joy,8
31340,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Uh... Oh! I would love to, darling, but I just don't have the time. The Canterlot Royal Fashion Show is practically upon us, and the cornerstone piece of my collection just isn't working!",sadness,8
31341,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, that sounds serious.",fear,8
31342,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh-ho-ho, it's serious. The entire collection is designed around it!",joy,8
31343,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Do you need help knitting? I've started making tea cozies. It's an elephant.,joy,8
31344,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Yes, well, I don't need help making clothes. Sassy Saddles is pitching in. Plus, I'll be pulling all three of my Manehattan assistants.",joy,8
31345,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,All three? Does that mean you'll have to close Rarity For You?,sadness,8
31346,Fake It 'Til You Make It,Josh Hamilton,Rarity,"That's just it, darling. This is Manehattan's busiest shopping season, and I can't just close the shop. So I was hoping... you might consider running it?",joy,8
31347,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Of course. I'm happy to help. Though I'm surprised you picked me.,surprise,8
31348,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Well, I may have asked a few others.",neutral,8
31349,Fake It 'Til You Make It,Josh Hamilton,Rainbow Dash,"Sorry, but we've got a Wonderbolts show coming up.",joy,8
31350,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,"Sorry, but it's pie season and the pie orders are piling up.",joy,8
31351,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,"Sorry, I've got a curriculum to make up.",neutral,8
31352,Fake It 'Til You Make It,Josh Hamilton,Applejack,Nope.,neutral,8
31355,Fake It 'Til You Make It,Josh Hamilton,Rarity,Uh... Oh?,surprise,8
31356,Fake It 'Til You Make It,Josh Hamilton,Rarity,"[chuckles] It doesn't matter who else I asked, because I couldn't be happier that you agreed to help!",joy,8
31357,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,I think I forgot how big this shop was. How do you find anything?,surprise,8
31358,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, darling, it's easy to track. The store is divided into sections <U+0096> chic, classic, modern, sophisticated, avant-garde, traditional, and obtuse. And, of course, each section is divided by season, color, and price. It's a classic SCP system. Then it's just a little ringing ponies up...",joy,8
31359,Fake It 'Til You Make It,Josh Hamilton,Rarity,"...a little fluff and fold... Voil<e0>! But, of course, that's the easy part.",joy,8
31360,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[gasps] It is?,surprise,8
31361,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Mm-hmm. As you well know, the real focus at Rarity For You is on the customer!",joy,8
31362,Fake It 'Til You Make It,Josh Hamilton,Rarity,Care to give it a try?,neutral,8
31363,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Um, okay. [quietly] Hello. Um, welcome to Rarity For You. What can I help you with?",neutral,8
31365,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Um, aren't all those things opposites?",neutral,8
31367,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,But how can I<U+0097>?,surprise,8
31369,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"No! But I just, um<U+0097>",surprise,8
31370,Fake It 'Til You Make It,Josh Hamilton,Rarity,"If I may, I'm thinking noir-esque minimalist but with a twist. Perhaps a tapered hem.",neutral,8
31371,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Hmm. The inseams say, ""Yes!""",joy,8
31372,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Wow. You make it look so easy.,joy,8
31373,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, darling, come now. You've conquered your shyness a thousand times over. You can't let a few fashion ponies undo all that progress.",joy,8
31374,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,I guess not.,neutral,8
31375,Fake It 'Til You Make It,Josh Hamilton,Rarity,You simply must access your inner strength and allow it to shine through!,joy,8
31376,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,How?,surprise,8
31377,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Uh, daily affirmations? Meditation? Ooh! Power posing works wonders whenever I feel intimidated. Try these. Confident warrior! Gold medalist! Showpony!",joy,8
31378,Fake It 'Til You Make It,Josh Hamilton,Rarity,[clears throat] Or... not.,neutral,8
31380,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, goodness, look at the time! Yes, yes, yes, yes, yes, go, go! I'm right behind you!",joy,8
31381,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,You're not gonna be here? In your work room?,surprise,8
31382,Fake It 'Til You Make It,Josh Hamilton,Rarity,"But, darling, I simply can't. The fashion show is in Canterlot tomorrow, and I'll be up all night, even with the help of all of my assistants!",joy,8
31383,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Well, not all my assistants.",neutral,8
31384,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Smoky! Softpad! Smoky Jr.!,joy,8
